Department|Attrition_Retention 2|Age group|Gender|Job Role|Attrition|Attrition Label|Education|Major|Age|Attrition Count|Attrition %|Attrition Date|Avg. Satisfaction Score|Dynamic Date|Employee No.|Employee Number|Environment Satisfaction|Job Involvement|Job Satisfaction|Monthly Income|Percent Salary Hike|Performance Rating|Relationship Satisfaction|Work Life Balance
R & D|Ex-Employees|< 25|Female|Laboratory Technician|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|24|1.0|0.007518797|2/7/2022|2.8|2/1/2022|E_647|647|1|3|3|2886|16|3|4|3
Sales|Ex-Employees|25-34|Male|Sales Representative|Yes|Ex-Employees|Master's Degree|Life Sciences|30|1.0|0.010869565|12/4/2021|2.4|12/1/2021|E_648|648|2|2|1|2033|18|3|3|4
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|34||||3.0||E_649|649|2|2|4|3622|13|3|4|3
Sales|Ex-Employees|25-34|Male|Sales Executive|Yes|Ex-Employees|Master's Degree|Medical|31|1.0|0.010869565|2/11/2022|2.0|2/1/2022|E_650|650|2|3|1|4233|17|3|3|1
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Associates Degree|Other|35||||2.8||E_652|652|1|2|4|3681|14|3|4|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Medical|31||||3.4||E_653|653|1|4|4|5460|22|4|4|4
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Master's Degree|Medical|27||||2.2||E_655|655|1|2|3|2187|12|3|3|2
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|37||||3.0||E_656|656|4|3|3|9602|11|3|3|2
R & D|Current Employees|< 25|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|20||||3.2||E_657|657|4|2|2|2836|13|3|4|4
Research & Development|Current Employees|35-44|Female|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|42||||3.0||E_659|659|3|3|4|4089|13|3|2|3
Research & Development|Current Employees|35-44|Male|Research Director|No|Current Employees|Master's Degree|Other|43||||2.6||E_661|661|2|2|4|16627|14|3|3|2
Research & Development|Current Employees|35-44|Female|Research Scientist|No|Current Employees|High School|Life Sciences|38||||2.6||E_662|662|3|3|1|2619|17|3|4|2
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Doctoral Degree|Medical|43||||3.0||E_663|663|4|3|3|5679|13|3|2|3
R & D|Current Employees|45-55|Female|Manager|No|Current Employees|Master's Degree|Life Sciences|48||||1.8||E_664|664|4|2|1|15402|11|3|1|1
Human Resources|Current Employees|35-44|Female|Human Resources|No|Current Employees|Master's Degree|Life Sciences|44||||2.4||E_665|665|1|2|3|5985|11|3|2|4
Sales|Current Employees|25-34|Female|Sales Representative|No|Current Employees|Bachelor's Degree|Technical Degree|34||||3.2||E_666|666|3|3|3|2579|18|3|4|3
Sales|Ex-Employees|25-34|Male|Sales Representative|Yes|Ex-Employees|High School|Marketing|27|1.0|0.010869565|4/25/2022|2.4|4/1/2022|E_667|667|3|3|1|3041|11|3|2|3
Sales|Current Employees|< 25|Male|Sales Representative|No|Current Employees|High School|Technical Degree|21||||3.0||E_669|669|3|3|3|3447|11|3|3|3
Research & Development|Current Employees|35-44|Male|Manager|No|Current Employees|Master's Degree|Other|44||||3.2||E_671|671|4|3|4|19513|12|3|1|4
Research & Development|Current Employees|< 25|Male|Research Scientist|No|Current Employees|High School|Medical|22||||2.8||E_675|675|1|3|3|2773|20|4|4|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|33||||3.2||E_677|677|3|3|3|7104|12|3|4|3
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|32||||2.8||E_679|679|1|3|4|6322|12|3|4|2
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|30||||3.0||E_680|680|3|3|3|2083|20|4|3|3
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|High School|Medical|53||||3.2||E_682|682|4|3|1|8381|20|4|4|4
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Doctoral Degree|Life Sciences|34||||3.0||E_683|683|2|3|4|2691|12|3|4|2
Sales|Ex-Employees|45-55|Female|Sales Executive|Yes|Ex-Employees|Master's Degree|Life Sciences|45|1.0|0.010869565|6/5/2021|2.4|6/1/2021|E_684|684|1|3|1|4286|14|3|4|3
R & D|Current Employees|25-34|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|26||||3.2||E_686|686|3|3|4|2659|13|3|3|3
R & D|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Bachelor's Degree|Other|37||||3.0||E_689|689|3|3|3|9434|15|3|3|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Associates Degree|Medical|29||||2.2||E_690|690|2|3|3|5561|14|3|1|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|35||||2.4||E_691|691|2|1|4|6646|13|3|2|3
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|33||||2.8||E_692|692|3|3|4|7725|23|4|3|1
Human Resources|Current Employees|45-55|Male|Human Resources|No|Current Employees|Master's Degree|Medical|54||||3.0||E_698|698|3|3|2|10725|15|3|3|4
R & D|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Associates Degree|Medical|36||||2.4||E_699|699|2|2|2|8847|11|3|3|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Medical|27||||2.8||E_700|700|1|2|4|2045|13|3|4|3
R & D|Ex-Employees|< 25|Male|Research Scientist|Yes|Ex-Employees|High School|Medical|20|1.0|0.007518797|3/4/2022|3.4|3/1/2022|E_701|701|4|3|3|1009|11|3|4|3
Research & Development|Ex-Employees|25-34|Male|Research Scientist|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|33|1.0|0.007518797|3/31/2022|1.8|3/1/2022|E_702|702|1|3|1|3348|11|3|1|3
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|35||||2.8||E_704|704|3|2|3|1281|18|3|3|3
R & D|Current Employees|< 25|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|23||||2.2||E_705|705|1|4|1|2819|16|3|1|4
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|25||||3.2||E_707|707|4|4|2|4851|22|4|3|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Master's Degree|Marketing|38||||2.8||E_709|709|4|2|4|4028|20|4|1|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|29||||2.8||E_710|710|2|1|4|2720|18|3|4|3
Sales|Current Employees|45-55|Male|Sales Executive|No|Current Employees|High School|Marketing|48||||3.0||E_712|712|2|4|2|8120|12|3|4|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|High School|Medical|27||||3.4||E_714|714|4|4|4|4647|20|4|2|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|37||||3.2||E_715|715|4|4|4|4680|17|3|1|3
Research & Development|Current Employees|45-55|Male|Laboratory Technician|No|Current Employees|High School|Medical|50||||3.4||E_716|716|4|4|3|3221|11|3|3|3
Research & Development|Current Employees|25-34|Female|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|34||||2.8||E_717|717|4|2|2|8621|14|3|2|4
Sales|Ex-Employees|< 25|Female|Sales Executive|Yes|Ex-Employees|Associates Degree|Life Sciences|24|1.0|0.010869565|4/4/2022|2.2|4/1/2022|E_720|720|1|3|3|4577|14|3|1|3
Research & Development|Current Employees|35-44|Female|Healthcare Representative|No|Current Employees|Master's Degree|Technical Degree|39||||2.6||E_721|721|4|2|3|4553|11|3|1|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|32||||3.4||E_722|722|4|3|4|5396|12|3|4|2
Sales|Ex-Employees|45-55|Male|Sales Executive|Yes|Ex-Employees|Associates Degree|Technical Degree|50|1.0|0.010869565|1/1/2022|2.4|1/1/2022|E_723|723|2|3|3|6796|14|3|1|3
R & D|Current Employees|35-44|Female|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|38||||3.0||E_724|724|2|4|4|7625|13|3|3|2
Research & Development|Current Employees|25-34|Female|Manufacturing Director|No|Current Employees|Associates Degree|Life Sciences|27||||2.8||E_725|725|3|3|1|7412|11|3|4|3
Research & Development|Current Employees|25-34|Female|Research Director|No|Current Employees|Associates Degree|Life Sciences|32||||3.4||E_727|727|3|3|4|11159|15|3|4|3
Sales|Current Employees|45-55|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|47||||3.0||E_728|728|4|3|1|4960|12|3|4|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|40||||2.6||E_729|729|4|2|1|10475|21|4|3|3
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|53||||3.2||E_730|730|3|4|3|14814|19|3|3|3
HR|Current Employees|35-44|Male|Manager|No|Current Employees|Master's Degree|Human Resources|41||||2.4||E_731|731|2|2|4|19141|15|3|2|2
Sales|Current Employees|> 55|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|60||||2.4||E_732|732|1|3|1|5405|14|3|4|3
R & D|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|Associates Degree|Life Sciences|27||||2.6||E_733|733|4|3|1|8793|21|4|3|2
Human Resources|Current Employees|35-44|Male|Manager|No|Current Employees|Bachelor's Degree|Human Resources|41||||2.8||E_734|734|4|2|3|19189|12|3|2|3
Sales|Current Employees|45-55|Male|Sales Representative|No|Current Employees|Master's Degree|Marketing|50||||3.2||E_738|738|4|3|2|3875|15|3|4|3
R & D|Ex-Employees|25-34|Female|Research Scientist|Yes|Ex-Employees|Associates Degree|Life Sciences|28|1.0|0.007518797|4/30/2022|2.2|4/1/2022|E_741|741|1|1|2|2216|13|3|4|3
Research & Development|Current Employees|35-44|Female|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|36||||2.0||E_742|742|1|4|1|11713|14|3|1|3
Research & Development|Current Employees|35-44|Female|Manufacturing Director|No|Current Employees|Bachelor's Degree|Life Sciences|38||||3.4||E_743|743|3|3|3|7861|14|3|4|4
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|44||||2.2||E_744|744|1|1|3|3708|14|3|3|3
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|47||||3.2||E_746|746|4|3|3|13770|12|3|4|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Doctoral Degree|Marketing|30||||3.2||E_747|747|3|3|4|5304|23|4|4|2
Sales|Current Employees|25-34|Male|Sales Representative|No|Current Employees|Bachelor's Degree|Life Sciences|29||||3.0||E_749|749|3|3|3|2642|11|3|3|3
R & D|Ex-Employees|35-44|Male|Research Scientist|Yes|Ex-Employees|Bachelor's Degree|Medical|42|1.0|0.007518797|12/27/2021|3.4|12/1/2021|E_752|752|3|4|3|2759|12|3|4|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|43||||3.2||E_754|754|4|2|4|6804|18|3|3|3
Research & Development|Current Employees|25-34|Female|Healthcare Representative|No|Current Employees|Associates Degree|Medical|34||||3.0||E_757|757|2|3|3|6142|11|3|4|3
Research & Development|Current Employees|< 25|Male|Laboratory Technician|No|Current Employees|High School|Medical|23||||2.8||E_758|758|2|3|1|2500|14|3|4|4
HR|Current Employees|35-44|Female|Human Resources|No|Current Employees|Bachelor's Degree|Human Resources|39||||2.6||E_760|760|3|4|2|6389|15|3|3|1
Research & Development|Current Employees|> 55|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|56||||3.0||E_762|762|3|3|4|11103|11|3|3|2
Research & Development|Current Employees|35-44|Female|Research Scientist|No|Current Employees|High School|Medical|40||||3.2||E_763|763|4|2|4|2342|20|4|4|2
Research & Development|Current Employees|25-34|Female|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|27||||1.8||E_764|764|4|2|1|6811|19|3|1|1
Sales|Current Employees|25-34|Male|Sales Representative|No|Current Employees|Bachelor's Degree|Marketing|29||||3.2||E_766|766|4|3|2|2297|14|3|4|3
Research & Development|Current Employees|45-55|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|53||||3.6||E_769|769|4|3|4|2450|17|3|4|3
Research & Development|Current Employees|35-44|Female|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|35||||2.6||E_771|771|4|3|1|5093|11|3|1|4
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|32||||3.0||E_772|772|1|3|4|5309|15|3|4|3
R & D|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Doctoral Degree|Medical|38||||2.6||E_773|773|4|3|3|3057|13|3|2|1
Research & Development|Current Employees|25-34|Female|Manufacturing Director|No|Current Employees|Doctoral Degree|Life Sciences|34||||2.4||E_775|775|2|3|1|5121|14|3|3|3
Sales|Current Employees|45-55|Male|Manager|No|Current Employees|Master's Degree|Marketing|52||||2.2||E_776|776|3|2|1|16856|11|3|1|4
Research & Development|Ex-Employees|25-34|Male|Research Scientist|Yes|Ex-Employees|Master's Degree|Other|33|1.0|0.007518797|5/8/2022|3.2|5/1/2022|E_780|780|4|3|4|2686|13|3|3|2
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|High School|Medical|25||||2.8||E_781|781|3|3|4|6180|23|4|2|2
Sales|Current Employees|45-55|Male|Sales Representative|No|Current Employees|Associates Degree|Technical Degree|45||||2.0||E_783|783|2|1|3|6632|13|3|1|3
Research & Development|Current Employees|< 25|Male|Research Scientist|No|Current Employees|High School|Medical|23||||3.0||E_784|784|1|4|3|3505|18|3|4|3
Sales|Ex-Employees|45-55|Female|Sales Executive|Yes|Ex-Employees|Associates Degree|Life Sciences|47|1.0|0.010869565|11/23/2021|3.2|11/1/2021|E_785|785|2|4|3|6397|12|3|4|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Other|34||||3.4||E_786|786|4|3|4|6274|22|4|3|3
Research & Development|Ex-Employees|45-55|Male|Manager|Yes|Ex-Employees|Bachelor's Degree|Medical|55|1.0|0.007518797|4/29/2022|3.0|4/1/2022|E_787|787|4|3|1|19859|13|3|4|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|36||||1.8||E_789|789|1|2|1|7587|15|3|2|3
Research & Development|Current Employees|45-55|Male|Research Scientist|No|Current Employees|Master's Degree|Medical|52||||3.0||E_791|791|4|3|4|4258|18|3|1|3
R & D|Current Employees|25-34|Female|Laboratory Technician|No|Current Employees|Associates Degree|Life Sciences|26||||2.0||E_792|792|1|1|4|4364|14|3|1|3
Research & Development|Current Employees|25-34|Female|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|29||||2.2||E_793|793|2|3|3|4335|12|3|1|2
Sales|Ex-Employees|25-34|Male|Sales Executive|Yes|Ex-Employees|Bachelor's Degree|Technical Degree|26|1.0|0.010869565|1/5/2022|2.4|1/1/2022|E_796|796|4|2|1|5326|17|3|3|2
R & D|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|34||||3.2||E_797|797|2|4|4|3280|16|3|3|3
Research & Development|Current Employees|45-55|Female|Manufacturing Director|No|Current Employees|Master's Degree|Medical|54||||2.6||E_799|799|4|3|1|5485|11|3|2|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|High School|Marketing|27||||3.0||E_800|800|3|3|4|4342|19|3|2|3
Research & Development|Current Employees|35-44|Female|Research Scientist|No|Current Employees|High School|Life Sciences|37||||2.4||E_802|802|4|3|1|2782|13|3|2|2
Research & Development|Current Employees|35-44|Female|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|38||||2.6||E_803|803|1|4|1|5980|12|3|4|3
R & D|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Master's Degree|Medical|34||||2.4||E_804|804|3|2|1|4381|11|3|3|3
Sales|Current Employees|35-44|Female|Sales Representative|No|Current Employees|Master's Degree|Life Sciences|35||||2.4||E_805|805|1|3|4|2572|16|3|2|2
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|30||||2.8||E_806|806|4|1|3|3833|21|4|3|3
Research & Development|Current Employees|35-44|Female|Healthcare Representative|No|Current Employees|Associates Degree|Medical|40||||3.2||E_807|807|3|4|2|4244|24|4|4|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|34||||2.4||E_808|808|3|3|1|6500|17|3|2|3
Research & Development|Current Employees|35-44|Male|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|42||||2.6||E_809|809|2|3|4|18430|13|3|2|2
Research & Development|Ex-Employees|< 25|Male|Laboratory Technician|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|23|1.0|0.007518797|2/24/2022|2.8|2/1/2022|E_811|811|3|4|1|1601|21|4|3|3
Research & Development|Current Employees|< 25|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|24||||2.6||E_812|812|3|2|2|2694|11|3|3|3
Research & Development|Current Employees|45-55|Female|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|52||||3.0||E_813|813|4|3|3|3149|20|4|2|3
R & D|Current Employees|45-55|Male|Research Director|No|Current Employees|Bachelor's Degree|Medical|50||||3.2||E_815|815|3|3|3|17639|16|3|4|3
Research & Development|Ex-Employees|25-34|Female|Laboratory Technician|Yes|Ex-Employees|Associates Degree|Life Sciences|29|1.0|0.007518797|4/30/2022|2.4|4/1/2022|E_816|816|2|2|1|2319|11|3|4|3
Research & Development|Current Employees|25-34|Male|Research Director|No|Current Employees|Bachelor's Degree|Medical|33||||3.4||E_817|817|3|3|3|11691|11|3|4|4
Sales|Ex-Employees|25-34|Female|Sales Executive|Yes|Ex-Employees|Bachelor's Degree|Marketing|33|1.0|0.010869565|12/20/2021|2.2|12/1/2021|E_819|819|1|3|1|5324|15|3|3|3
Research & Development|Current Employees|45-55|Female|Manager|No|Current Employees|Associates Degree|Other|47||||3.0||E_820|820|3|3|4|16752|11|3|3|2
R & D|Current Employees|35-44|Female|Manufacturing Director|No|Current Employees|Bachelor's Degree|Other|36||||2.4||E_823|823|3|3|2|5228|15|3|1|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|29||||3.2||E_824|824|3|4|3|2700|24|4|3|3
Research & Development|Ex-Employees|> 55|Male|Research Director|Yes|Ex-Employees|Master's Degree|Life Sciences|58|1.0|0.007518797|4/17/2022|3.2|4/1/2022|E_825|825|4|3|2|19246|12|3|4|3
Research & Development|Current Employees|35-44|Female|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|35||||3.4||E_826|826|4|4|3|2506|13|3|3|3
